9.78 0.7 06.5  #(9.47hs)
10.00 0.8 08  #(10.00hs)
10.58 1.25 12  #(10.35hs)
11.28 1.7 18  #(11.17)
11.50 1.85 19  #(11.30)
12.00 2.05 21 
12.50 2.15 23.5  #(12.30)
13.00 2.45 24 
13.50 2.21 22 #(13.30)
14.50 1.55 18 #(14.30) 
15.50 1.0 11 #(15.30)
16.00 0.6 05
17.88 0.1 00 #(17.53hs) 

#Los datos corresponden al horario, UVA+UVB, y VIT D_3 medidas en: la terraza del IFIR.


