9.16 0.45 02 #(9.10hs)
9.50 0.55 03 #(9.30hs)
10.00 0.75 06 #(10hs)
10.5 1.35 10.5 #(10.30hs)
10.96 1.95 13.5 #(10.58hs)
11.55 2.15 17 #(11.33hs)
12.05 2.75 20.5 #(12.03hs)
12.5 2.6 21 #(12.30hs)
12.96 2.6 22 #(12.58hs)
13.36 2.7 22 #(13.22hs)
13.96 2.5 19.5 #(13.58hs)
14.5 2.0 16 #(14.30hs)
15.06 1.6 12.5 #(15.04hs)
15.5 1.3 10 #(15.30hs)
16.00 0.85 6 #(16hs)

#Los datos corresponden al horario, UVA+UVB, y VIT D_3 medidas en: la terraza del IFIR.
#El cielo se encontraba despejado.
