9.00 0.3 0.75
9.50 0.4 1 
10.00 0.55 2.5
10.50 0.8 4
11.00 1.15 6
11.50 1.55 8
12.00 1.9 11
12.25 1.9 12
12.50 2.3 12.5
12.75 2 13 #(aparecieron algunas nubes)
13.00 2.45 13 #(aparecieron algunas nubes)
13.25 1.8 11 #(aparecieron algunas nubes)
13.50 2.2 13
13.75 2.2 13
14.00 2.1 12
14.50 1.8 10
15.00 1.7 9
15.50 1.1 6
16.00 0.8 4
16.50 0.6 2
17.00 0.4 1

#Los datos corresponden al horario, UVA+UVB, y VIT D_3 medidas en frente del IFIR.

