,Time
2023-03-17,13.016666666627135
2023-03-27,14.016666666623982
2023-04-10,16.01666666661792
2023-04-27,20.01666666660579
2023-05-03,23.016666666596695
2023-05-15,21.01666666660276
2023-07-10,182.01666666611308
2023-07-18,34.016666666563225
2023-08-01,24.016666666593665
2023-08-02,26.0166666665876
