Date,SZA,Ets,TUV,GCF
2023-03-17,31.7,39.99299173440927,53.129466396,0.7527459703118768
2023-03-27,35.6,38.52686529869343,49.7572937896,0.7742958341264554
2023-04-10,41.3,36.04044591620331,44.4033455813,0.8116605954885833
2023-04-27,46.8,33.133836224703224,38.816672713219994,0.8535980522982503
2023-05-03,48.7,31.982112260485803,36.79334366042,0.8692363639374852
2023-07-10,55.2,27.477051716683704,29.678658712156,0.9258185143464537
